StockCode,StockName,MonthlyReturn,MonthlyTurnoverRate,MonthlyTradingAmount,MonthlyTradingVolume,ATR,ADTM,VMA,AssetTurnover,NetProfit,R&D,BBIBOLL,MACD,OperatingProfitRatio,TotalRevenue,AnnualVolatility,Beta24M,Beta100W,ROA,GrossProfit,CashFlowPerShare,EPS,ROC,MASS,BBI,PB,PE,PEG,VR,PSY,WVAD,rank10,rank2,rank10_next,rank2_next,MonthlyReturn_next
600000.SH,浦发银行,5.702364394993,0.24000322352774,5211760501.0,699733156.0,0.18,0.38225255972696,,0.02160179,47614000000.0,,7.4670833333333,0.094068896955777,100.22111350493,186699000000.0,12.629746502357,0.47694874446506,0.57100979010895,,,2.1291097001539,1.6221625958193,5.2631578947368,27.352139171835,7.4670833333333,0.37106753968212,4.3594326506889,-1.2612609649807,102.8787874768,44.0,882396.60424821,7.0,1.0,5.0,1.0,-3.2894736842105
600009.SH,上海机场,-3.6425623542078,0.93253043129427,10078828518.0,183500403.0,1.17,0.30267659488831,,0.09742475,-2589937392.43,,53.8434375,-1.0042771669381,,5821117766.51,34.206425379799,0.69996249571638,1.03949551716,-4.0492121526551,-3079174905.75,1.7940043467716,-1.0407702685165,-3.2083633741889,24.666150463469,53.8434375,3.3823678816171,-44.618926365668,,96.571537930339,44.0,-51743699.714434,3.0,0.0,1.0,0.0,-13.221601489758
600010.SH,包钢股份,-3.7037037037037,0.86012841966304,6170759545.0,3307572053.0,0.03,0.27049180327869,,0.46335756,-770165995.97,231558027.2,1.8328125,-0.03473801917995,,69144351990.0,51.762097549445,1.0778637771217,1.6621503446007,0.36253125062644,5812656076.43,-0.044224387230058,-0.016895150693805,-8.5427135678392,24.562189362116,1.8328125,1.5711362378352,-113.65708580375,,95.763305772703,35.0,-1178967901.197,3.0,0.0,7.0,1.0,0.54945054945055
600011.SH,华能国际,13.18553092182,1.4063889494521,10460790331.0,1169307520.0,0.27,0.56952539550375,,0.4950677,-4180497723.0,1726368965.0,9.2146875,0.25740691772359,,246743777828.0,65.348834316046,1.9150124493977,1.4494549677467,0.83081328595738,11697324108.0,0.10787287374802,-0.26630608108871,25.161290322581,24.763407805665,9.2146875,3.1649658012671,-20.613110427347,-0.73535763099741,111.32143585569,50.0,382864286.28397,8.0,1.0,8.0,1.0,4.9484536082474
600015.SH,华夏银行,7.0631970260223,0.81089889766492,4435579358.0,785427443.0,0.09,0.52895752895753,,0.0236637,25263000000.0,,5.7017708333333,0.1195945274514,100.27432009911,92925000000.0,13.647365051413,0.495366484607,0.64860339960502,,,-2.8798118755076,1.5873775399491,9.9236641221374,26.835161995414,5.7017708333333,0.34512093719784,3.66167317658,0.5745165214054,133.84663483838,49.0,200548960.39573,7.0,1.0,7.0,1.0,0.34722222222223
600016.SH,民生银行,5.2173913043478,0.18855638219213,4503457624.0,1270455835.0,0.05,0.64035087719298,,0.01932347,35777000000.0,,3.5720833333333,0.046308953777709,101.12794925555,142615000000.0,11.995496729612,0.54954870589128,0.56344952695006,,,-1.4545793078354,0.81715449315267,3.125,26.86504081005,3.5720833333333,0.30541294820738,4.5062286756716,1.7446919830886,117.03919429925,40.0,66819899.702376,7.0,1.0,9.0,1.0,9.0909090909091
600018.SH,上港集团,3.4296028880866,0.88780564432461,2598309326.0,463574279.0,0.15,0.304,,0.18550036,15280550657.08,229099219.06,5.6240625,0.043739307013212,102.40234738918,32515854045.21,31.103400834302,0.1743369663861,0.9373776003028,9.9167639250382,11244525444.16,0.20364667128261,0.65626420129002,5.1376146788991,25.232663184537,5.6240625,1.1518447853769,7.7460986879818,0.44742162017764,122.24860872888,46.0,147695076.54806,6.0,1.0,3.0,0.0,-8.0279232111693
600019.SH,宝钢股份,3.2051282051282,0.73521814962112,7629135199.0,1131270403.0,0.21,0.49582637729549,,0.91305367,10299737383.81,3307321157.55,6.6497916666667,0.035795438448412,104.30962162869,361682980640.73,35.068205818833,0.91615045348414,1.4431753724906,3.5403628245584,19535006986.99,-0.083058794726228,0.46265585950843,14.184397163121,25.080231195247,6.6497916666667,0.72950046900638,11.764201689624,-0.24290784553255,114.76341770588,48.0,220151206.36223,6.0,1.0,3.0,0.0,-8.6956521739131
600023.SH,浙能电力,25.418994413408,2.0408433883575,5746455023.0,1394217451.0,0.15,0.54347826086957,,0.61511619,-1444969883.42,282462266.98,4.2791666666667,0.19135432766153,,79527702557.2,27.843028409124,0.79108186838881,0.85190606264561,-0.78595864880158,-2511909219.96,0.057171626677187,-0.1077633442674,27.195467422096,27.220422812021,4.2791666666667,0.95892309709733,-33.035288903448,,137.85259274505,40.0,480996843.92674,9.0,1.0,9.0,1.0,15.812917594655
600025.SH,华能水电,-1.6973125884017,1.2214442573099,2899511477.0,417733936.0,0.09,0.45301204819277,,0.12824263,6862473216.6,151337088.92,6.9480208333333,-0.018913147200641,100.29024582392,20932570995.34,33.938380879649,0.85773265555778,0.85237715181379,7.4241089382396,11895002107.59,0.049954513704444,0.38124851203333,2.962962962963,24.581081318113,6.9480208333333,2.2565406177821,18.393662404553,1.1141707815225,94.652924474506,46.0,50735526.295662,4.0,0.0,9.0,1.0,7.9136690647482
