StockCode,StockName,MonthlyReturn,MonthlyTurnoverRate,MonthlyTradingAmount,MonthlyTradingVolume,ATR,ADTM,VMA,AssetTurnover,NetProfit,R&D,BBIBOLL,MACD,OperatingProfitRatio,TotalRevenue,AnnualVolatility,Beta24M,Beta100W,ROA,GrossProfit,CashFlowPerShare,EPS,ROC,MASS,BBI,PB,PE,PEG,VR,PSY,WVAD,rank10,rank2,rank10_next,rank2_next,MonthlyReturn_next
600000.SH,浦发银行,-0.55248618784531,0.23834352089739,7700020012.0,838612572.0,0.07,0.28712871287129,40635718.08,0.02428854,55119000000.0,,9.0725,-0.07150362779899,100.17468508606,191137000000.0,18.479539909382,0.80974814700929,0.7500360225998,,,1.9199605508685,1.8778512217784,-9.5477386934673,24.989964616996,9.0725,0.48045055214182,4.5292660995456,-4.55330367219,98.470573421551,45.0,-184216520.08425,4.0,0.0,5.0,1.0,-0.66666666666667
600009.SH,上海机场,2.2648486249133,1.5505138908122,12376086414.0,279334552.0,0.74,0.23994612276313,16682783.1,0.08368457,-1780301632.59,,43.9025,0.51915921923391,,3612968250.48,38.458875467925,1.3575800975615,0.91267594313587,-3.8375416968223,-2734598570.08,1.192197345861,-0.92389207169349,-22.490803993694,25.547884090844,43.9025,3.0491599517967,-67.317584113064,,104.71723455485,50.0,-60409419.651551,6.0,1.0,9.0,1.0,19.322033898305
600010.SH,包钢股份,-15.691489361702,9.628373342936,144472112633.0,39468221273.0,0.14,0.60310734463277,1484160318.51,0.5403462,4016658278.63,282265233.31,3.3726041666667,0.030024668322807,101.27520507928,79875202051.11,53.474657047542,-0.55148390564149,0.52629148358921,4.9269436933463,9507458818.16,0.024521561271692,0.08811353300207,71.351351351351,27.04825156494,3.3726041666667,2.5475677638662,355.95937774733,-9.075608352046,119.23908307359,43.0,17639037683.04,0.0,0.0,1.0,0.0,-11.356466876972
600011.SH,华能国际,49.009009009009,5.1175852878052,32682183728.0,4478832091.0,0.79,0.63465553235908,80489726.06,0.43744877,-3780054348.0,804843569.0,7.6440625,0.75731356053584,,192589973756.0,47.859403631358,0.8974312812866,0.67158821484969,1.1094268060794,16915807725.0,0.036145494425582,-0.2407970357644,93.224299065421,31.085260524365,7.6440625,1.8858615574129,28.438887264826,0.16661638609405,158.40899094268,46.0,1394458796.9114,9.0,1.0,2.0,0.0,-6.7714631197098
600015.SH,华夏银行,-0.53571428571427,0.5029112316274,2915813356.0,512751679.0,0.05,0.077348066298344,22525856.14,0.02823552,23350000000.0,,5.6122916666667,-0.018666521880399,100.07926547328,97143000000.0,15.526639386039,0.7322823979823,0.59453343919618,,,1.9610424878027,1.5174926956154,-10.88,25.692292275584,5.6122916666667,0.37115059450944,4.0285235057725,-1.4007112284753,85.364044755658,38.0,-39697156.215004,4.0,0.0,6.0,1.0,1.0771992818671
600016.SH,民生银行,-1.5113350125945,0.33467064545784,9591510331.0,2373626333.0,0.04,-0.065573770491802,74284802.44,0.02471054,32467000000.0,,3.9504166666667,-0.044521508439717,101.17672831972,172265000000.0,13.389558830695,0.57478666044975,0.54947941284945,,,2.2945968595913,0.74155337029901,-15.184381778742,26.364819160412,3.9504166666667,0.35179970888971,4.9896311854854,-0.13764067697163,83.524605847426,33.0,-719175340.72616,4.0,0.0,5.0,1.0,-0.51150895140665
600018.SH,上港集团,8.9445438282648,1.9553082253296,8011535150.0,1316483721.0,0.17,0.5327731092437,49863781.38,0.20504737,14039707688.42,115647571.88,6.08,0.17626724688578,99.692040304259,33142363092.42,26.139761783248,0.88042907295329,0.99616488714357,10.838973118315,13392571002.77,0.18077043334556,0.60311443085255,28.752642706131,27.610260320729,6.08,1.4782741853344,17.06569347849,-2.048031533842,132.74287975491,50.0,385796262.33406,7.0,1.0,2.0,0.0,-7.0607553366174
600019.SH,宝钢股份,-14.622178606477,2.5316465901999,44138092533.0,4261665318.0,0.22,0.31976744186046,150180306.12,0.9539424,26402580396.82,12157607776.63,9.6134375,-0.021054091583242,105.48181052575,362512386450.77,34.748434649397,0.68255180916011,0.89378800447298,8.8990587802551,52181954102.84,0.20262771410427,1.1856422453745,-5.3318824809576,27.661920445912,9.6134375,1.0216094632405,15.282807878079,7.4882751548272,109.04610164014,51.0,692704216.6913,1.0,0.0,0.0,0.0,-18.045977011494
600023.SH,浙能电力,18.78612716763,3.4868989694134,10535696213.0,2641342000.0,0.19,0.75389408099688,49802652.51,0.57580293,3132953864.67,342103262.84,4.0201041666667,0.15205175635587,99.529532907804,65198746249.52,18.115660234738,0.65585905719241,0.59213574381604,3.2879773871068,3268123478.07,-0.14800361602507,0.23035256795311,12.602739726027,32.133509873524,4.0201041666667,0.83320627737534,9.1843727821145,0.21877511266178,139.25031180762,40.0,419989260.79119,9.0,1.0,1.0,0.0,-8.029197080292
600025.SH,华能水电,47.495682210708,6.0368535944444,15458875374.0,2173267294.0,0.81,0.52288218111003,47989395.0,0.12305982,5349504737.42,103665380.88,7.4794791666667,0.56393261500698,100.56928445625,20050123934.91,29.517485385148,0.33727013171278,0.44121577635674,6.7918545824115,10839860505.03,-0.0050279745655556,0.29719470763444,41.390728476821,31.176700857513,7.4794791666667,3.0572311203379,31.795869812341,-2.4831037581795,116.51130740069,48.0,541883685.42016,9.0,1.0,0.0,0.0,-20.491803278689
