StockCode,StockName,MonthlyReturn,MonthlyTurnoverRate,MonthlyTradingAmount,MonthlyTradingVolume,ATR,ADTM,VMA,AssetTurnover,NetProfit,R&D,BBIBOLL,MACD,OperatingProfitRatio,TotalRevenue,AnnualVolatility,Beta24M,Beta100W,ROA,GrossProfit,CashFlowPerShare,EPS,ROC,MASS,BBI,PB,PE,PEG,VR,PSY,WVAD,rank10,rank2,rank10_next,rank2_next,MonthlyReturn_next
600000.SH,浦发银行,-5.6818181818182,0.15582844904052,2648602514.0,382585474.0,0.17,0.23170731707317,27847799.09,0.02318752,51929000000.0,,6.85125,-0.10604190590097,100.16437302184,191178000000.0,14.272982441548,0.40992662913042,0.60192137734616,,,-3.7254140453631,1.7691705087533,-15.842839036755,24.789737507247,6.85125,0.33642272757625,3.6771207870468,-0.40298397201147,73.272078158817,41.0,-212305880.15656,3.0,0.0,4.0,0.0,8.7349397590361
600009.SH,上海机场,-7.6150917272413,1.4545979546697,11834052065.0,209643768.0,3.65,0.43846153846154,13929778.47,0.02950319,-2743280805.3,,56.3125,-0.64404995699693,,1778752199.52,40.112995027693,0.93376041347402,0.79673577440281,-3.9269201929192,-3557648862.26,-0.59681660451993,-1.1023915515075,10.084553516189,27.011759228199,56.3125,3.2719869373566,-77.638744825833,,125.40063701126,51.0,75648428.464364,3.0,0.0,2.0,0.0,3.9340576995129
600010.SH,包钢股份,-4.3478260869565,1.1248769557251,6765029068.0,3642649776.0,0.05,0.26923076923077,503927975.18,0.53557066,-1657490043.66,286153820.6,1.835625,-0.043993137420725,,80392219189.62,62.383385760681,1.1007053485815,1.0315026682024,-0.44791639783591,3719011431.64,0.050918012483026,-0.036360400495023,-14.975845410628,26.267882540277,1.835625,1.4930435282545,27.989221599728,0.046179608854913,117.53540984741,37.0,2958742096.6689,4.0,0.0,7.0,1.0,13.068181818182
600011.SH,华能国际,-11.725955204216,1.8199798956963,10050899698.0,1274254775.0,0.41,0.36459062281316,107600737.39,0.5177656,-15253599173.0,1696075032.0,7.5690625,-0.23539821443368,,243239098471.0,63.346165195868,1.8937211713487,1.2424880394368,-2.4394614932669,-7460523983.0,0.14600222814231,-0.97168482975385,-6.4245810055866,24.111958478544,7.5690625,2.0484543165965,-10.246831605788,,100.19944368221,43.0,464617330.85749,2.0,0.0,7.0,1.0,15.671641791045
600015.SH,华夏银行,-4.7713717693837,0.40556393764679,1642619986.0,330799675.0,0.08,0.18023255813953,19164904.73,0.02606851,24416000000.0,,4.9048958333333,-0.077013710888188,100.02133495885,96340000000.0,13.690635185678,0.39933434081275,0.49767480785127,,,-2.4094359002054,1.5341570682578,-10.634328358209,25.220124648548,4.9048958333333,0.29937949162138,3.2391122737081,0.30492085673956,106.2095082007,46.0,-97344987.576839,4.0,0.0,5.0,1.0,9.3945720250522
600016.SH,民生银行,-2.6548672566372,0.13889601982276,2652572911.0,788087643.0,0.04,-0.044444444444443,49208648.73,0.02074486,32672000000.0,,3.3394791666667,-0.058352923994503,101.2235883968,146765000000.0,11.326656471015,0.44365333767888,0.42742543136585,,,-3.1409411518397,0.7462356150679,-12.698412698413,25.884004941718,3.3394791666667,0.28690968874181,4.2023786700969,20.024918026716,98.009624106596,45.0,-95439636.532539,5.0,1.0,3.0,0.0,6.6666666666667
600018.SH,上港集团,-7.0143884892086,0.75238183270611,1885753445.0,348305841.0,0.12,0.17924528301887,27938592.5,0.21590283,18488642394.15,187798657.64,5.2980208333333,-0.071799459766432,99.805400347974,37286508667.53,31.979263534746,0.24162868375441,0.87987843306316,12.015281892976,14694568701.12,-0.047995435852545,0.79404429892792,-16.478190630048,25.697298656567,5.2980208333333,1.0886391134824,8.1990618514395,0.10684201861138,97.04051771406,44.0,-66852043.863726,3.0,0.0,3.0,0.0,5.4158607350097
600019.SH,宝钢股份,-8.5551330798479,0.64792257785536,4320810734.0,839224880.0,0.17,-0.094292803970223,64012037.26,0.92012578,11505564237.52,11746672926.99,5.0917708333333,-0.10242955732055,105.09977761253,369818087871.48,37.825365352217,0.74466903073519,1.1261422919211,4.1045922977107,30926749529.56,-0.081425053945529,0.51667646844438,-26.0,25.632720183432,5.0917708333333,0.55863603132728,4.5324591501714,0.052447110463496,73.696777854942,42.0,-728249658.26678,2.0,0.0,8.0,1.0,17.255717255717
600023.SH,浙能电力,5.3627760252366,0.64337618531569,1233313889.0,370128220.0,0.07,0.42780748663102,35876606.04,0.69129226,-2664770728.2,362433528.19,3.3304166666667,-0.016478844394874,,81545841389.43,22.735152919256,0.65741101179194,0.64411737989438,-2.8017136334697,-3862376419.95,0.059144060669652,-0.19873397270885,-3.1884057971015,23.542696007772,3.3304166666667,0.70708255013253,-52.366751155809,,123.93166080684,51.0,39653134.227572,7.0,1.0,3.0,0.0,5.688622754491
600025.SH,华能水电,-7.4127906976744,1.9375700798611,3771550601.0,558020183.0,0.14,0.24820143884892,31521479.87,0.13368579,6940101367.39,159720504.02,6.6497916666667,-0.17704548544349,100.45853429499,21468902238.33,38.204506928883,0.92543616401189,0.53440488938717,7.8013100077648,12281620034.2,0.0091131767866667,0.38556118707722,-7.2780203784571,24.883591440076,6.6497916666667,2.1230320664569,19.641818848891,0.94680387974044,91.542291890104,44.0,-131382872.67117,3.0,0.0,3.0,0.0,5.9654631083202
