StockCode,StockName,MonthlyReturn,MonthlyTurnoverRate,MonthlyTradingAmount,MonthlyTradingVolume,ATR,ADTM,VMA,AssetTurnover,NetProfit,R&D,BBIBOLL,MACD,OperatingProfitRatio,TotalRevenue,AnnualVolatility,Beta24M,Beta100W,ROA,GrossProfit,CashFlowPerShare,EPS,ROC,MASS,BBI,PB,PE,PEG,VR,PSY,WVAD,rank10,rank2,rank10_next,rank2_next,MonthlyReturn_next
600000.SH,浦发银行,0.88161209068009,0.24700261373222,7248995488.0,913814791.0,0.06,0.18703241895262,33575771.17,0.02312347,53339000000.0,,7.9857291666667,0.021169104795362,100.21908223226,192261000000.0,15.78118811522,0.43175887722951,0.67951201788221,,,0.45887574639467,1.8172079172133,-6.534422403734,24.396138592144,7.9857291666667,0.41060090709358,4.435803569734,-0.48612973168872,89.04622460812,46.0,-43575876.409018,2.0,0.0,3.0,0.0,-9.3632958801498
600009.SH,上海机场,12.477682999405,1.9983368695974,19254196107.0,378013228.0,1.92,0.43578498934971,16542256.21,0.06002444,-2227770287.55,,52.6559375,1.6050901698927,,3089728560.28,40.855308533011,0.75456046673575,0.94532966044938,-4.8216022487522,-2702552179.61,-0.40024256413546,-1.1561070711526,9.0384615384615,26.282921716561,52.6559375,4.1627079804744,-63.858829865776,,110.84340849564,49.0,163732015.15883,7.0,1.0,3.0,0.0,-9.0299823633157
600010.SH,包钢股份,16.915422885572,5.4787899246267,54378522211.0,23286078568.0,0.1,0.26369863013699,663867261.25,0.575154,521294458.18,299418719.41,2.36625,0.11483239439124,123.07433149954,87812034630.63,60.461418669276,0.6724252560234,0.78017098241118,1.4293159584367,6505313412.28,0.013303107160692,0.011435649552022,-3.2921810699589,28.771651316524,2.36625,1.9491979108578,37.371972022364,0.061660273186958,113.23570564419,43.0,5639556731.4581,8.0,1.0,6.0,1.0,-3.8297872340426
600011.SH,华能国际,-4.7361299052774,3.2952229981421,20668900575.0,3028125017.0,0.18,0.46144578313253,123212735.18,0.48752684,-17723510162.0,1482343522.0,7.0425,0.049280872752732,,226213459271.0,61.839682895699,1.695616681963,0.83344205171177,-3.2806911173112,-11179723550.0,0.10198187731392,-1.129023108519,-12.871287128713,24.206068670203,7.0425,2.0655496610058,-10.766820075336,,79.166739198733,40.0,468223123.27472,1.0,0.0,8.0,1.0,-0.28409090909092
600015.SH,华夏银行,-2.0676691729323,0.45774898836105,2540603033.0,490041035.0,0.050000000000001,0.27165354330709,28498265.68,0.02613924,24085000000.0,,5.1809375,-0.034946353096797,99.860443479609,96209000000.0,14.024693383657,0.41262734129559,0.49630395285101,,,0.44432965995384,1.5652595963125,-8.2746478873239,25.820964533962,5.1809375,0.33278995807896,3.4063070725061,0.3206601016264,106.63613564895,47.0,133440200.83782,1.0,0.0,7.0,1.0,-1.7274472168906
600016.SH,民生银行,-2.3622047244094,0.19666048116739,5601113153.0,1464539625.0,0.03,0.21604938271605,70608345.01,0.02157399,32463000000.0,,3.7759375,-0.015198032972411,101.06392597727,155228000000.0,11.679950499468,0.45643640305299,0.44911118067239,,,-2.9723574999416,0.74146200942547,-4.8593350383632,24.481086933736,3.7759375,0.3288999487628,4.7372268644728,22.573543957389,121.38783278784,48.0,527335050.28752,1.0,0.0,7.0,1.0,-2.1505376344086
600018.SH,上港集团,-6.72,1.2466667484916,5130679830.0,847743333.0,0.1,0.38947368421053,47698912.16,0.21656658,16778027813.18,148234735.97,5.91625,-0.076471044215277,99.830623078908,37020456803.28,31.740048459153,0.34645630555841,0.85959655740439,11.212798941555,15001812112.41,0.084156214724334,0.72074653688983,0.0,22.564083954273,5.91625,1.2815474824632,9.2435805368915,0.12045314715914,135.29802350342,51.0,412725816.65656,0.0,0.0,4.0,0.0,-6.0034305317324
600019.SH,宝钢股份,-5.9375,0.96266444103233,10548899722.0,1642957051.0,0.25,0.18154311649017,93581880.03,0.92613377,16334845419.81,11409819548.01,6.2817708333333,-0.084187508579668,105.43792705823,365810446150.06,38.143425163494,0.57929190365804,1.069782247091,5.5854728254109,37797852612.04,0.27825161903162,0.73354335953118,-17.193947730399,24.367975538195,6.2817708333333,0.71304209561037,5.6726411817114,0.065640666318139,90.776637308926,48.0,179388864.10795,0.0,0.0,5.0,1.0,-5.8139534883721
600023.SH,浙能电力,-0.85714285714285,1.034935228148,2907141842.0,823166603.0,0.04,0.27436823104693,25164549.43,0.66286213,-2946632037.79,370249041.09,3.4936458333333,0.0096569751985793,,77203813714.04,20.084318806163,0.69613944447567,0.53004618522878,-3.7458032676152,-4628305760.05,-0.25352139968798,-0.2166531286567,-3.6111111111111,25.209357392015,3.4936458333333,0.7389008902894,-55.183830820933,,104.2777874826,43.0,57294190.674099,2.0,0.0,8.0,1.0,0.28818443804034
600025.SH,华能水电,-1.5492957746479,2.0700721772487,5489277971.0,782487283.0,0.18,0.48161328588375,35099662.6,0.13307164,6986080864.83,211851670.99,7.0236458333333,0.064606699208984,100.84195678375,21473799541.19,37.531591897486,0.51462172221324,0.41400674792623,7.8193880492061,12270400782.66,0.031260097443889,0.38811560360167,15.346534653465,23.639741297245,7.0236458333333,2.4207721923318,21.553581437009,1.0389574755707,125.10877352479,47.0,307494918.92973,1.0,0.0,8.0,1.0,1.1444921316166
