StockCode,StockName,MonthlyReturn,MonthlyTurnoverRate,MonthlyTradingAmount,MonthlyTradingVolume,ATR,ADTM,VMA,AssetTurnover,NetProfit,R&D,BBIBOLL,MACD,OperatingProfitRatio,TotalRevenue,AnnualVolatility,Beta24M,Beta100W,ROA,GrossProfit,CashFlowPerShare,EPS,ROC,MASS,BBI,PB,PE,PEG,VR,PSY,WVAD,rank10,rank2,rank10_next,rank2_next,MonthlyReturn_next
600000.SH,浦发银行,1.2362637362637,0.15658403437268,2816630832.0,384440578.0,0.08,0.41368078175896,25257244.41,0.02239979,51171000000.0,,7.334375,0.039202473658072,100.22084097669,188622000000.0,12.664531120397,0.44610891113226,0.58305590432422,,,5.3208324226839,1.7433461556759,2.0775623268698,23.864047920755,7.334375,0.36967284247592,4.0813826317925,-0.44728794062251,107.13708970149,44.0,7595037.544269,1.0,0.0,3.0,0.0,-2.5780189959294
600009.SH,上海机场,4.8345174146595,1.9689642346305,19585168924.0,326270808.0,1.04,0.45468689225982,16359462.1,0.08082205,-2994949875.37,,60.641041666667,1.0543118265501,,5480447621.36,35.846159197748,0.69379427190973,1.0896419017613,-4.9473553644362,-3420512065.84,0.5002832535204,-1.2035251489449,4.725636143327,24.505341140337,60.641041666667,3.8011169794751,-87.994456012794,,100.586140311,47.0,29138815.402386,4.0,0.0,2.0,0.0,-3.0743801652893
600010.SH,包钢股份,6.25,1.2077435128357,7671342663.0,3910993655.0,0.05,0.41899441340782,299119205.99,0.4898014,-729956771.57,262562898.76,1.9746875,0.014275536598883,,72171753910.7,59.917776891626,1.163502153605,1.5700417531536,0.40317401301093,5580808110.81,0.0055239632004749,-0.01601307993364,-2.3923444976076,23.762942809044,1.9746875,1.7737194089786,32.442052308776,0.053526364809104,102.11689973314,36.0,-411558643.51448,5.0,1.0,5.0,1.0,0.49019607843136
600011.SH,华能国际,-1.7082785808147,1.9810942601742,10239853302.0,1387058630.0,0.4,0.25776105362182,79410680.1,0.49695177,-7387119286.0,1607846589.0,7.2477083333333,-0.020492057785213,,246724789201.0,64.649371374214,1.8387315936094,1.2887668926611,-0.018118059821358,7504074620.0,0.06129937260491,-0.47057429950656,-11.058263971463,24.250250531326,7.2477083333333,2.5278203240679,-11.439746330044,,90.435467307813,43.0,161040171.88302,0.0,0.0,8.0,1.0,9.2245989304813
600015.SH,华夏银行,0.38535645472061,0.44928050943794,1913175000.0,366457253.0,0.04,0.38636363636364,23896255.42,0.02476304,25035000000.0,,5.2146875,0.0077092089538597,100.3335020695,93808000000.0,12.907326274738,0.46080753050988,0.60432293146589,,,0.82174418982126,1.5730513681125,1.9569471624266,23.706785341654,5.2146875,0.31831567653647,3.5231262935322,0.33165713227831,114.42464232244,43.0,38028250.707354,1.0,0.0,4.0,0.0,0.19193857965451
600016.SH,民生银行,1.1594202898551,0.13579732739986,2669013852.0,770505849.0,0.02,0.3859649122807,54176179.26,0.0200551,35269000000.0,,3.475,0.0077594210089842,100.67258541835,142476000000.0,12.262272021543,0.53764151607491,0.52915072207172,,,-0.80198858814517,0.8055516622132,-3.5911602209945,23.667673205193,3.475,0.30259589867829,4.4443338056479,21.177867852496,116.73183470054,44.0,-60939448.530162,1.0,0.0,3.0,0.0,-2.2922636103152
600018.SH,上港集团,-0.18726591760299,0.66949011328274,1561139764.0,294416707.0,0.04,0.4448051948052,22241832.21,0.21146313,17223915520.79,191057466.13,5.2946875,-0.013436131423241,102.3057841645,37279806723.63,31.108794039788,0.18436201964075,0.8635330895121,11.405994785893,14094192949.2,-0.077504687996754,0.73972721376378,-1.4787430683919,23.173993843393,5.2946875,1.1048460418071,8.4528045779831,0.11014854143108,127.96747619997,47.0,95396104.843288,1.0,0.0,4.0,0.0,-0.18761726078799
600019.SH,宝钢股份,10.554561717352,0.53346542275342,4115751808.0,690987459.0,0.08,0.59306569343066,53388288.09,0.94466046,12186850692.42,3168178420.67,6.0314583333333,0.1359791903072,103.72447822863,369057887767.24,37.301069728759,0.89596542787929,1.2002680548506,4.1172160121977,21485478734.41,0.2117929739619,0.54727621334183,15.947467166979,23.45164011279,6.0314583333333,0.70709771141882,5.8233511119582,0.067384598275982,125.51352863767,50.0,351913656.2535,7.0,1.0,8.0,1.0,6.4724919093851
600023.SH,浙能电力,1.432664756447,0.75581956268263,1541684625.0,434815829.0,0.05,0.34285714285714,27069011.47,0.67802821,-1828584556.15,261178984.51,3.5290625,0.029679340118409,,80194583010.24,23.575310824908,0.63880623446484,0.78957478268085,-1.5287085830833,-3169031720.24,0.16990555287187,-0.13637266029382,-3.013698630137,24.503975771394,3.5290625,0.77543284012794,-55.502484757954,,99.331812859127,47.0,6803983.4734287,2.0,0.0,8.0,1.0,6.4971751412429
600025.SH,华能水电,1.2121212121212,1.2616426875,2451768910.0,363353094.0,0.11,0.26059322033898,25334110.96,0.11762756,6801255630.8,153628966.77,6.7227083333333,0.051536216358504,100.29526737371,21141718314.66,38.886134709937,0.75454671932405,0.64239399731683,7.5268834608738,11929600924.02,0.015863099313889,0.37784753504444,-8.7431693989071,25.655497608648,6.7227083333333,2.1964144126446,20.59770014295,0.99288067765559,90.014526124628,44.0,-145462675.34864,1.0,0.0,8.0,1.0,6.2874251497006
600026.SH,中远海能,18.50622406639,5.1454496459814,14126361012.0,1085422810.0,0.99,0.45212765957447,70371659.7,0.29235243,1457330240.75,24101068.91,13.581354166667,0.071744230056265,100.31396722791,18657843200.85,57.863067756875,0.26298557757802,1.224637296093,5.4487624892088,3461986376.15,0.15002865566287,0.30547024636857,-7.0917371502928,25.360478825156,13.581354166667,2.1579234904898,-13.692680681473,,96.6334806381,44.0,276056028.67576,9.0,1.0,5.0,1.0,1.4005602240896
600027.SH,华电国际,-1.0204081632653,3.4263396815865,9488234007.0,1607156065.0,0.23,0.40358014646054,83475103.99,0.48420971,99811000.0,,5.7573958333333,0.02388712103509,,107058536000.0,53.32442713212,0.87110393664846,1.4045889653055,1.4205816243404,459560000.0,-0.0037945833855122,0.010112708594771,0.17211703958693,25.35204749761,5.7573958333333,1.5971135471614,-11.568695275475,,103.41715222113,46.0,240343775.79387,0.0,0.0,3.0,0.0,-1.3745704467354
600028.SH,中国石化,3.6697247706422,0.61008576776637,6309622307.0,1419626012.0,0.04,0.5724907063197,122807240.56,1.7280433,66302000000.0,12773000000.0,4.4746875,0.03071558701941,102.00920488811,3318168000000.0,18.175819785934,0.55740029080061,0.58016346280915,5.3892971508334,498805000000.0,-0.12637576302317,0.55299404962791,6.3529411764706,23.826373619545,4.4746875,0.68985187010302,7.6105460420166,0.065450218860975,128.99060206524,50.0,752756935.52967,3.0,0.0,6.0,1.0,3.0973451327434
600029.SH,南方航空,-3.5526315789474,1.2419822200449,6216775591.0,809261016.0,0.33,0.43278084714549,54815662.78,0.2742236,-32682000000.0,389000000.0,7.654375,0.021652601104734,,87059000000.0,27.903705605497,0.62584303833044,0.65234180893512,-8.3259348527729,-18803000000.0,-0.086474764518124,-1.803553448616,14.17445482866,24.08775656371,7.654375,3.2351645152252,-10.974646250045,,150.86892086598,54.0,325788057.20035,0.0,0.0,8.0,1.0,7.7762619372442
